Treatment.Date,Insecticide,Fungicide,Adjuvant,Dose,Dead,Treated
6/4/19,Altacor,LunaSensation,Dyne-Amic,0,0,20
6/4/19,Altacor,LunaSensation,Dyne-Amic,1,2,20
6/4/19,Altacor,LunaSensation,Dyne-Amic,3,0,20
6/4/19,Altacor,LunaSensation,Dyne-Amic,10,3,20
6/4/19,Altacor,LunaSensation,Dyne-Amic,30,13,20
6/17/19,Altacor,LunaSensation,Dyne-Amic,0,0,19
6/17/19,Altacor,LunaSensation,Dyne-Amic,1,0,19
6/17/19,Altacor,LunaSensation,Dyne-Amic,3,1,19
6/17/19,Altacor,LunaSensation,Dyne-Amic,10,18,19
6/17/19,Altacor,LunaSensation,Dyne-Amic,30,3,19
6/23/19,Altacor,LunaSensation,Dyne-Amic,0,0,20
6/23/19,Altacor,LunaSensation,Dyne-Amic,1,0,20
6/23/19,Altacor,LunaSensation,Dyne-Amic,3,0,19
6/23/19,Altacor,LunaSensation,Dyne-Amic,10,12,19
6/23/19,Altacor,LunaSensation,Dyne-Amic,30,15,20
7/1/18,Intrepid,none,none,0,0,20
7/1/18,Intrepid,none,none,1,0,21
7/1/18,Intrepid,none,none,10,1,20
7/1/18,Intrepid,none,none,30,0,20
7/5/18,Intrepid,none,none,0,0,20
7/5/18,Intrepid,none,none,1,1,20
7/5/18,Intrepid,none,none,10,0,20
7/5/18,Intrepid,none,none,30,2,20
7/5/18,Intrepid,none,none,100,0,20
5/30/19,Intrepid,none,none,0,0,20
5/30/19,Intrepid,none,none,1,1,20
5/30/19,Intrepid,none,none,3,1,20
5/30/19,Intrepid,none,none,10,0,19
5/30/19,Intrepid,none,none,30,1,20
5/30/19,Intrepid,none,none,100,0,20
6/18/19,Intrepid,none,none,0,1,20
6/18/19,Intrepid,none,none,1,0,20
6/18/19,Intrepid,none,none,3,0,20
6/18/19,Intrepid,none,none,10,1,20
6/18/19,Intrepid,none,none,30,0,20
7/3/19,Intrepid,none,none,0,2,20
7/3/19,Intrepid,none,none,1,3,20
7/3/19,Intrepid,none,none,3,4,20
7/3/19,Intrepid,none,none,10,2,20
7/3/19,Intrepid,none,none,30,0,20
7/3/19,Intrepid,none,none,100,3,20
7/10/19,Intrepid,none,none,0,0,20
7/10/19,Intrepid,none,none,1,0,20
7/10/19,Intrepid,none,none,3,1,20
7/10/19,Intrepid,none,none,10,0,20
7/10/19,Intrepid,none,none,30,0,20
6/18/19,Intrepid,none,Dyne-Amic,0,0,20
6/18/19,Intrepid,none,Dyne-Amic,1,0,20
6/18/19,Intrepid,none,Dyne-Amic,3,1,21
6/18/19,Intrepid,none,Dyne-Amic,10,0,20
6/18/19,Intrepid,none,Dyne-Amic,30,1,20
6/26/19,Intrepid,none,Dyne-Amic,0,0,20
6/26/19,Intrepid,none,Dyne-Amic,1,0,20
6/26/19,Intrepid,none,Dyne-Amic,3,0,20
6/26/19,Intrepid,none,Dyne-Amic,10,0,20
6/26/19,Intrepid,none,Dyne-Amic,30,0,20
7/29/17,Intrepid,Pristine,none,0,1,19
7/29/17,Intrepid,Pristine,none,1,2,20
5/31/19,Intrepid,Pristine,none,0,0,20
5/31/19,Intrepid,Pristine,none,1,1,20
5/31/19,Intrepid,Pristine,none,3,2,20
5/31/19,Intrepid,Pristine,none,10,0,20
5/31/19,Intrepid,Pristine,none,30,1,20
6/14/19,Intrepid,Pristine,none,0,1,20
6/14/19,Intrepid,Pristine,none,1,1,20
6/14/19,Intrepid,Pristine,none,3,0,20
6/14/19,Intrepid,Pristine,none,10,3,20
6/14/19,Intrepid,Pristine,none,30,0,20
7/3/19,Intrepid,Pristine,none,0,0,20
7/3/19,Intrepid,Pristine,none,1,0,20
7/3/19,Intrepid,Pristine,none,3,2,20
7/3/19,Intrepid,Pristine,none,10,2,20
7/3/19,Intrepid,Pristine,none,30,3,20
6/3/19,Intrepid,Pristine,Dyne-Amic,0,1,20
6/3/19,Intrepid,Pristine,Dyne-Amic,3,0,20
6/3/19,Intrepid,Pristine,Dyne-Amic,10,1,20
6/3/19,Intrepid,Pristine,Dyne-Amic,30,4,20
6/14/19,Intrepid,Pristine,Dyne-Amic,0,0,20
6/14/19,Intrepid,Pristine,Dyne-Amic,3,1,20
6/14/19,Intrepid,Pristine,Dyne-Amic,10,0,20
6/14/19,Intrepid,Pristine,Dyne-Amic,30,1,20
6/14/19,Intrepid,Pristine,Dyne-Amic,0,2,20
6/14/19,Intrepid,Pristine,Dyne-Amic,3,3,20
6/14/19,Intrepid,Pristine,Dyne-Amic,10,20,20
6/14/19,Intrepid,Pristine,Dyne-Amic,30,20,20
7/12/18,Intrepid,Tilt,none,0,0,20
7/12/18,Intrepid,Tilt,none,1,0,20
7/12/18,Intrepid,Tilt,none,10,0,20
7/12/18,Intrepid,Tilt,none,30,1,20
5/30/19,Intrepid,Tilt,none,0,0,20
5/30/19,Intrepid,Tilt,none,1,0,20
5/30/19,Intrepid,Tilt,none,3,1,20
5/30/19,Intrepid,Tilt,none,10,0,20
5/30/19,Intrepid,Tilt,none,30,1,20
6/18/19,Intrepid,Tilt,none,0,0,20
6/18/19,Intrepid,Tilt,none,3,0,19
6/18/19,Intrepid,Tilt,none,10,1,20
6/18/19,Intrepid,Tilt,none,30,1,20
7/2/19,Intrepid,Tilt,none,0,0,20
7/2/19,Intrepid,Tilt,none,1,1,20
7/2/19,Intrepid,Tilt,none,3,0,20
7/2/19,Intrepid,Tilt,none,10,1,20
7/2/19,Intrepid,Tilt,none,30,3,20
5/30/19,Intrepid,Tilt,Dyne-Amic,0,0,20
5/30/19,Intrepid,Tilt,Dyne-Amic,1,1,20
5/30/19,Intrepid,Tilt,Dyne-Amic,3,3,20
5/30/19,Intrepid,Tilt,Dyne-Amic,10,1,20
5/30/19,Intrepid,Tilt,Dyne-Amic,30,4,20
6/18/19,Intrepid,Tilt,Dyne-Amic,0,0,20
6/18/19,Intrepid,Tilt,Dyne-Amic,1,1,19
6/18/19,Intrepid,Tilt,Dyne-Amic,3,2,18
6/18/19,Intrepid,Tilt,Dyne-Amic,10,4,19
6/18/19,Intrepid,Tilt,Dyne-Amic,30,1,19
7/2/19,Intrepid,Tilt,Dyne-Amic,0,1,20
7/2/19,Intrepid,Tilt,Dyne-Amic,1,0,20
7/2/19,Intrepid,Tilt,Dyne-Amic,3,0,20
7/2/19,Intrepid,Tilt,Dyne-Amic,10,10,20
7/2/19,Intrepid,Tilt,Dyne-Amic,30,11,20
6/8/19,Intrepid,Vangard,none,0,0,20
6/8/19,Intrepid,Vangard,none,1,3,20
6/8/19,Intrepid,Vangard,none,3,2,20
6/8/19,Intrepid,Vangard,none,10,1,20
6/8/19,Intrepid,Vangard,none,30,0,20
6/19/19,Intrepid,Vangard,none,0,0,20
6/19/19,Intrepid,Vangard,none,1,1,20
6/19/19,Intrepid,Vangard,none,3,1,20
6/19/19,Intrepid,Vangard,none,10,0,20
6/19/19,Intrepid,Vangard,none,30,1,20
6/25/19,Intrepid,Vangard,none,0,0,20
6/25/19,Intrepid,Vangard,none,1,0,20
6/25/19,Intrepid,Vangard,none,3,0,20
6/25/19,Intrepid,Vangard,none,10,0,20
6/25/19,Intrepid,Vangard,none,30,0,20
6/8/19,Intrepid,Vangard,Dyne-Amic,0,0,20
6/8/19,Intrepid,Vangard,Dyne-Amic,1,0,20
6/8/19,Intrepid,Vangard,Dyne-Amic,3,0,20
6/8/19,Intrepid,Vangard,Dyne-Amic,10,2,20
6/8/19,Intrepid,Vangard,Dyne-Amic,30,0,20
6/19/19,Intrepid,Vangard,Dyne-Amic,0,0,20
6/19/19,Intrepid,Vangard,Dyne-Amic,1,0,20
6/19/19,Intrepid,Vangard,Dyne-Amic,3,0,20
6/19/19,Intrepid,Vangard,Dyne-Amic,10,1,19
6/19/19,Intrepid,Vangard,Dyne-Amic,30,0,20
6/25/19,Intrepid,Vangard,Dyne-Amic,0,0,20
6/25/19,Intrepid,Vangard,Dyne-Amic,1,1,20
6/25/19,Intrepid,Vangard,Dyne-Amic,3,0,20
6/25/19,Intrepid,Vangard,Dyne-Amic,10,0,20
6/25/19,Intrepid,Vangard,Dyne-Amic,30,2,20
6/5/19,Intrepid,LunaSensation,none,0,1,20
6/5/19,Intrepid,LunaSensation,none,1,0,20
6/5/19,Intrepid,LunaSensation,none,3,1,20
6/5/19,Intrepid,LunaSensation,none,10,2,20
6/5/19,Intrepid,LunaSensation,none,30,2,20
6/25/19,Intrepid,LunaSensation,none,0,0,20
6/25/19,Intrepid,LunaSensation,none,1,0,20
6/25/19,Intrepid,LunaSensation,none,3,0,20
6/25/19,Intrepid,LunaSensation,none,10,0,20
6/25/19,Intrepid,LunaSensation,none,30,0,20
7/10/19,Intrepid,LunaSensation,none,0,0,20
7/10/19,Intrepid,LunaSensation,none,1,0,20
7/10/19,Intrepid,LunaSensation,none,3,0,20
7/10/19,Intrepid,LunaSensation,none,10,0,20
7/10/19,Intrepid,LunaSensation,none,30,1,20
6/25/19,Intrepid,LunaSensation,Dyne-Amic,0,0,20
6/25/19,Intrepid,LunaSensation,Dyne-Amic,1,0,20
6/25/19,Intrepid,LunaSensation,Dyne-Amic,3,2,20
6/25/19,Intrepid,LunaSensation,Dyne-Amic,10,0,20
6/25/19,Intrepid,LunaSensation,Dyne-Amic,30,0,20
7/10/19,Intrepid,LunaSensation,Dyne-Amic,0,1,20
7/10/19,Intrepid,LunaSensation,Dyne-Amic,1,0,20
7/10/19,Intrepid,LunaSensation,Dyne-Amic,3,2,20
7/10/19,Intrepid,LunaSensation,Dyne-Amic,10,8,20
7/10/19,Intrepid,LunaSensation,Dyne-Amic,30,2,20
7/11/19,Intrepid,LunaSensation,Dyne-Amic,0,0,21
7/11/19,Intrepid,LunaSensation,Dyne-Amic,1,2,20
7/11/19,Intrepid,LunaSensation,Dyne-Amic,3,0,20
7/11/19,Intrepid,LunaSensation,Dyne-Amic,10,20,20
7/11/19,Intrepid,LunaSensation,Dyne-Amic,30,13,20
7/21/17,Mustang Maxx,none,none,0,0,20
7/21/17,Mustang Maxx,none,none,0.1,0,20
7/23/17,Mustang Maxx,none,none,0,0,18
7/23/17,Mustang Maxx,none,none,0.1,2,20
7/23/17,Mustang Maxx,none,none,1,20,20
7/24/17,Mustang Maxx,none,none,0,1,20
7/24/17,Mustang Maxx,none,none,0.1,2,20
7/24/17,Mustang Maxx,none,none,1,18,19
7/25/17,Mustang Maxx,none,none,0,2,20
7/25/17,Mustang Maxx,none,none,0.1,3,20
7/25/17,Mustang Maxx,none,none,1,15,20
7/26/17,Mustang Maxx,none,none,0,2,20
7/26/17,Mustang Maxx,none,none,1,19,20
7/27/17,Mustang Maxx,none,none,0,1,20
7/27/17,Mustang Maxx,none,none,1,9,20
7/30/17,Mustang Maxx,none,none,0,0,20
7/30/17,Mustang Maxx,none,none,1,12,20
9/20/17,Mustang Maxx,none,none,0,0,20
9/20/17,Mustang Maxx,none,none,1,14,20
6/7/18,Mustang Maxx,none,none,0,1,20
6/7/18,Mustang Maxx,none,none,1,20,21
5/28/19,Mustang Maxx,none,none,0,0,21
5/28/19,Mustang Maxx,none,none,1,9,21
5/28/19,Mustang Maxx,none,none,10,22,22
6/3/19,Mustang Maxx,none,none,1,9,20
6/3/19,Mustang Maxx,none,none,10,20,20
6/6/19,Mustang Maxx,none,none,1,14,20
6/6/19,Mustang Maxx,none,none,10,20,20
6/14/19,Mustang Maxx,none,none,1,17,20
6/14/19,Mustang Maxx,none,none,10,20,20
7/1/19,Mustang Maxx,none,none,1,14,20
7/1/19,Mustang Maxx,none,none,10,20,20
6/26/18,none,PBO,none,0,0,18
6/26/18,none,PBO,none,0.1,1,20
6/26/18,none,PBO,none,1,2,20
6/26/18,none,PBO,none,10,1,20
6/26/18,none,PBO,none,30,3,20
7/4/18,none,PBO,none,100,2,21
7/17/2018,none,PBO,none,0,0,20
7/17/18,none,PBO,none,0.1,1,20
7/17/18,none,PBO,none,1,0,20
7/17/18,none,PBO,none,10,1,20
7/17/18,none,PBO,none,30,0,20
7/20/18,none,PBO,none,100,12,20
6/26/18,Altacor,PBO,none,0,2,20
6/26/18,Altacor,PBO,none,0.1,2,19
6/26/18,Altacor,PBO,none,1,2,19
6/26/18,Altacor,PBO,none,10,16,20
6/26/18,Altacor,PBO,none,30,20,20
7/18/18,Altacor,PBO,none,0,0,20
7/18/18,Altacor,PBO,none,0.1,0,20
7/18/18,Altacor,PBO,none,1,0,20
7/18/18,Altacor,PBO,none,10,4,20
7/18/18,Altacor,PBO,none,30,20,20
7/20/18,Altacor,PBO,none,0,0,20
7/20/18,Altacor,PBO,none,0.1,0,20
7/20/18,Altacor,PBO,none,1,0,20
7/20/18,Altacor,PBO,none,10,5,20
7/20/18,Altacor,PBO,none,30,20,20
