Treatment.Date,Insecticide,Fungicide,Adjuvant,Dose,Dead,Treated
2020-08-11,none,Tilt,Dyne-Amic,5,2,20
2020-08-11,none,Tilt,Dyne-Amic,8,0,20
2020-08-11,none,Tilt,Dyne-Amic,10,0,20
2020-08-11,none,Tilt,Dyne-Amic,30,9,20
2020-08-17,none,Tilt,Dyne-Amic,0,0,20
2020-08-17,none,Tilt,Dyne-Amic,1,0,20
2020-08-17,none,Tilt,Dyne-Amic,3,1,20
2020-08-17,none,Tilt,Dyne-Amic,5,1,20
2020-08-17,none,Tilt,Dyne-Amic,8,1,20
2020-08-17,none,Tilt,Dyne-Amic,10,0,20
2020-08-17,none,Tilt,Dyne-Amic,30,7,20
2020-09-06,none,Tilt,Dyne-Amic,0,0,20
2020-09-06,none,Tilt,Dyne-Amic,1,0,20
2020-09-06,none,Tilt,Dyne-Amic,3,1,20
2020-09-06,none,Tilt,Dyne-Amic,5,0,20
2020-09-06,none,Tilt,Dyne-Amic,8,0,20
2020-09-06,none,Tilt,Dyne-Amic,10,0,20
2020-09-06,none,Tilt,Dyne-Amic,15,0,20
2020-09-06,none,Tilt,Dyne-Amic,30,2,20
2020-09-12,none,Tilt,Dyne-Amic,1,1,20
2020-09-12,none,Tilt,Dyne-Amic,3,0,20
2020-09-12,none,Tilt,Dyne-Amic,5,4,20
2020-09-12,none,Tilt,Dyne-Amic,8,2,20
2020-09-12,none,Tilt,Dyne-Amic,10,1,20
2020-09-12,none,Tilt,Dyne-Amic,15,2,20
2020-09-12,none,Tilt,Dyne-Amic,30,6,20
2020-09-30,none,Tilt,Dyne-Amic,0,0,20
2020-09-30,none,Tilt,Dyne-Amic,3,0,19
2020-09-30,none,Tilt,Dyne-Amic,5,0,19
2020-09-30,none,Tilt,Dyne-Amic,10,0,20
2020-09-30,none,Tilt,Dyne-Amic,15,3,20
2020-09-30,none,Tilt,Dyne-Amic,30,2,20
2020-08-15,none,Tilt,LI700,0,0,20
2020-08-15,none,Tilt,LI700,1,0,20
2020-08-15,none,Tilt,LI700,3,0,20
2020-08-15,none,Tilt,LI700,10,1,20
2020-08-15,none,Tilt,LI700,30,18,20
2020-08-22,none,Tilt,LI700,0,0,19
2020-08-22,none,Tilt,LI700,1,0,20
2020-08-22,none,Tilt,LI700,3,0,20
2020-08-22,none,Tilt,LI700,10,0,20
2020-08-22,none,Tilt,LI700,30,0,20
2020-09-01,none,Tilt,LI700,0,2,18
2020-09-01,none,Tilt,LI700,3,1,20
2020-09-01,none,Tilt,LI700,10,2,20
2020-09-01,none,Tilt,LI700,30,1,20
2020-09-01,none,Tilt,LI700,40,4,20
2020-09-01,none,Tilt,LI700,50,3,20
2020-09-05,none,Tilt,LI700,0,0,20
2020-09-05,none,Tilt,LI700,1,1,20
2020-09-05,none,Tilt,LI700,3,0,20
2020-09-05,none,Tilt,LI700,10,0,20
2020-09-05,none,Tilt,LI700,30,1,20
2020-09-05,none,Tilt,LI700,40,1,20
2020-09-05,none,Tilt,LI700,50,8,20
2020-09-13,none,Tilt,LI700,0,0,20
2020-09-13,none,Tilt,LI700,1,1,20
2020-09-13,none,Tilt,LI700,3,0,20
2020-09-13,none,Tilt,LI700,10,2,20
2020-09-13,none,Tilt,LI700,30,0,20
2020-09-13,none,Tilt,LI700,40,2,20
2020-09-13,none,Tilt,LI700,50,20,20
2020-09-16,none,Tilt,LI700,0,0,20
2020-09-16,none,Tilt,LI700,3,1,20
2020-09-16,none,Tilt,LI700,10,1,20
2020-09-16,none,Tilt,LI700,40,1,20
2020-09-16,none,Tilt,LI700,50,6,21
2020-08-18,none,Tilt,NuFilmP,0,0,20
2020-08-18,none,Tilt,NuFilmP,1,0,20
2020-08-18,none,Tilt,NuFilmP,3,0,20
2020-08-18,none,Tilt,NuFilmP,10,0,20
2020-08-18,none,Tilt,NuFilmP,30,4,20
2020-08-25,none,Tilt,NuFilmP,0,1,20
2020-08-25,none,Tilt,NuFilmP,1,1,20
2020-08-25,none,Tilt,NuFilmP,3,0,20
2020-08-25,none,Tilt,NuFilmP,10,0,20
2020-08-25,none,Tilt,NuFilmP,30,1,20
2020-08-27,none,Tilt,NuFilmP,0,0,20
2020-08-27,none,Tilt,NuFilmP,1,1,20
2020-08-27,none,Tilt,NuFilmP,3,0,20
2020-08-27,none,Tilt,NuFilmP,10,0,20
2020-08-27,none,Tilt,NuFilmP,30,1,19
2020-08-12,none,Vangard,none,0,1,20
2020-08-12,none,Vangard,none,1,1,19
2020-08-12,none,Vangard,none,3,0,20
2020-08-12,none,Vangard,none,10,1,19
2020-08-12,none,Vangard,none,30,3,20
2020-08-20,none,Vangard,none,0,0,20
2020-08-20,none,Vangard,none,1,2,20
2020-08-20,none,Vangard,none,3,1,20
2020-08-20,none,Vangard,none,10,0,20
2020-08-20,none,Vangard,none,30,1,20
2020-09-03,none,Vangard,none,0,1,20
2020-09-03,none,Vangard,none,1,1,19
2020-09-03,none,Vangard,none,3,0,20
2020-09-03,none,Vangard,none,10,0,20
2020-09-03,none,Vangard,none,30,0,20
2020-09-13,none,Vangard,none,0,0,20
2020-09-13,none,Vangard,none,1,0,20
2020-09-13,none,Vangard,none,10,0,20
2020-09-13,none,Vangard,none,30,1,20
2020-09-13,none,Vangard,none,50,0,20
2020-09-17,none,Vangard,none,0,0,15
2020-09-17,none,Vangard,none,1,2,20
2020-09-17,none,Vangard,none,10,2,20
2020-09-17,none,Vangard,none,30,3,19
2020-09-17,none,Vangard,none,50,4,19
2020-10-01,none,Vangard,none,0,2,20
2020-10-01,none,Vangard,none,1,4,20
2020-10-01,none,Vangard,none,10,3,20
2020-10-01,none,Vangard,none,30,2,20
2020-10-01,none,Vangard,none,50,5,20
2020-10-03,none,Vangard,none,0,0,20
2020-10-03,none,Vangard,none,1,0,20
2020-10-03,none,Vangard,none,10,1,20
2020-10-03,none,Vangard,none,30,0,20
2020-10-03,none,Vangard,none,50,0,20
2020-08-12,none,Vangard,Dyne-Amic,0,2,20
2020-08-12,none,Vangard,Dyne-Amic,1,1,20
2020-08-12,none,Vangard,Dyne-Amic,3,4,20
2020-08-12,none,Vangard,Dyne-Amic,5,2,20
2020-08-12,none,Vangard,Dyne-Amic,8,5,20
2020-08-12,none,Vangard,Dyne-Amic,10,2,20
2020-08-12,none,Vangard,Dyne-Amic,30,20,20
2020-08-20,none,Vangard,Dyne-Amic,0,1,20
2020-08-20,none,Vangard,Dyne-Amic,1,0,20
2020-08-20,none,Vangard,Dyne-Amic,3,0,20
2020-08-20,none,Vangard,Dyne-Amic,5,0,20
2020-08-20,none,Vangard,Dyne-Amic,8,0,19
2020-08-20,none,Vangard,Dyne-Amic,10,0,20
2020-08-20,none,Vangard,Dyne-Amic,15,0,20
2020-08-20,none,Vangard,Dyne-Amic,20,8,20
2020-08-20,none,Vangard,Dyne-Amic,30,11,20
2020-08-30,none,Vangard,Dyne-Amic,0,0,19
2020-08-30,none,Vangard,Dyne-Amic,1,0,20
2020-08-30,none,Vangard,Dyne-Amic,3,0,20
2020-08-30,none,Vangard,Dyne-Amic,5,0,20
2020-08-30,none,Vangard,Dyne-Amic,8,0,20
2020-08-30,none,Vangard,Dyne-Amic,10,2,20
2020-08-30,none,Vangard,Dyne-Amic,15,3,20
2020-08-30,none,Vangard,Dyne-Amic,20,14,20
2020-08-30,none,Vangard,Dyne-Amic,30,19,20
2020-09-05,none,Vangard,Dyne-Amic,0,1,19
2020-09-05,none,Vangard,Dyne-Amic,1,1,19
2020-09-05,none,Vangard,Dyne-Amic,3,2,20
2020-09-05,none,Vangard,Dyne-Amic,5,0,20
2020-09-05,none,Vangard,Dyne-Amic,8,0,20
2020-09-05,none,Vangard,Dyne-Amic,10,0,20
2020-09-05,none,Vangard,Dyne-Amic,15,0,20
2020-09-05,none,Vangard,Dyne-Amic,20,0,20
2020-09-05,none,Vangard,Dyne-Amic,30,11,20
2020-08-16,none,Vangard,LI700,0,0,20
2020-08-16,none,Vangard,LI700,1,0,20
2020-08-16,none,Vangard,LI700,3,0,20
2020-08-16,none,Vangard,LI700,10,0,20
2020-08-16,none,Vangard,LI700,30,1,20
2020-08-23,none,Vangard,LI700,0,0,20
2020-08-23,none,Vangard,LI700,1,0,20
2020-08-23,none,Vangard,LI700,3,1,20
2020-08-23,none,Vangard,LI700,10,0,19
2020-08-23,none,Vangard,LI700,30,0,20
2020-09-03,none,Vangard,LI700,0,1,20
2020-09-03,none,Vangard,LI700,1,1,20
2020-09-03,none,Vangard,LI700,3,0,20
2020-09-03,none,Vangard,LI700,10,0,20
2020-09-03,none,Vangard,LI700,30,1,20
2020-09-03,none,Vangard,LI700,40,3,20
2020-09-03,none,Vangard,LI700,50,2,20
2020-09-06,none,Vangard,LI700,0,0,20
2020-09-06,none,Vangard,LI700,1,0,20
2020-09-06,none,Vangard,LI700,3,0,20
2020-09-06,none,Vangard,LI700,10,0,20
2020-09-06,none,Vangard,LI700,30,1,20
2020-09-06,none,Vangard,LI700,40,20,20
2020-09-06,none,Vangard,LI700,50,7,20
2020-09-19,none,Vangard,LI700,0,0,20
2020-09-19,none,Vangard,LI700,1,0,20
2020-09-19,none,Vangard,LI700,3,2,20
2020-09-19,none,Vangard,LI700,10,8,20
2020-09-19,none,Vangard,LI700,30,5,19
2020-09-19,none,Vangard,LI700,40,7,20
2020-09-19,none,Vangard,LI700,50,21,21
2020-09-30,none,Vangard,LI700,0,0,20
2020-09-30,none,Vangard,LI700,1,0,20
2020-09-30,none,Vangard,LI700,3,0,20
2020-09-30,none,Vangard,LI700,10,5,20
2020-09-30,none,Vangard,LI700,30,4,20
2020-09-30,none,Vangard,LI700,40,19,20
2020-09-30,none,Vangard,LI700,50,15,20
2020-10-02,none,Vangard,LI700,0,0,20
2020-10-02,none,Vangard,LI700,3,1,20
2020-10-02,none,Vangard,LI700,10,3,20
2020-10-02,none,Vangard,LI700,30,10,20
2020-10-02,none,Vangard,LI700,40,1,20
2020-10-02,none,Vangard,LI700,50,8,20
2020-08-19,none,Vangard,NuFilmP,1,1,19
2020-08-19,none,Vangard,NuFilmP,3,0,19
2020-08-19,none,Vangard,NuFilmP,10,1,20
2020-08-19,none,Vangard,NuFilmP,30,1,19
2020-08-25,none,Vangard,NuFilmP,0,0,20
2020-08-25,none,Vangard,NuFilmP,1,0,20
2020-08-25,none,Vangard,NuFilmP,3,0,20
2020-08-25,none,Vangard,NuFilmP,10,0,20
2020-08-25,none,Vangard,NuFilmP,30,2,20
2020-08-27,none,Vangard,NuFilmP,0,0,20
2020-08-27,none,Vangard,NuFilmP,1,1,20
2020-08-27,none,Vangard,NuFilmP,3,0,20
2020-08-27,none,Vangard,NuFilmP,10,0,20
2020-08-27,none,Vangard,NuFilmP,30,2,20
2020-08-12,none,LunaSensation,none,1,0,20
2020-08-12,none,LunaSensation,none,3,1,19
2020-08-12,none,LunaSensation,none,10,0,20
2020-08-12,none,LunaSensation,none,30,1,19
2020-08-17,none,LunaSensation,none,0,0,20
2020-08-17,none,LunaSensation,none,1,1,20
2020-08-17,none,LunaSensation,none,3,1,21
2020-08-17,none,LunaSensation,none,10,0,20
2020-08-17,none,LunaSensation,none,30,0,20
2020-08-28,none,LunaSensation,none,0,0,20
2020-08-28,none,LunaSensation,none,1,0,20
2020-08-28,none,LunaSensation,none,3,0,20
2020-08-28,none,LunaSensation,none,10,2,20
2020-08-28,none,LunaSensation,none,30,0,20
2020-09-03,none,LunaSensation,none,0,0,20
2020-09-03,none,LunaSensation,none,1,2,20
2020-09-03,none,LunaSensation,none,3,0,20
2020-09-03,none,LunaSensation,none,10,1,20
2020-09-03,none,LunaSensation,none,30,0,19
2020-09-16,none,LunaSensation,none,0,1,19
2020-09-16,none,LunaSensation,none,1,2,20
2020-09-16,none,LunaSensation,none,3,2,20
2020-09-16,none,LunaSensation,none,10,1,20
2020-09-16,none,LunaSensation,none,30,2,20
2020-09-17,none,LunaSensation,none,1,1,20
2020-09-17,none,LunaSensation,none,10,1,20
2020-09-17,none,LunaSensation,none,30,0,20
2020-09-17,none,LunaSensation,none,50,1,20
2020-09-25,none,LunaSensation,none,0,1,19
2020-09-25,none,LunaSensation,none,1,1,20
2020-09-25,none,LunaSensation,none,10,5,20
2020-09-25,none,LunaSensation,none,30,4,20
2020-09-25,none,LunaSensation,none,50,2,19
2020-10-01,none,LunaSensation,none,0,2,20
2020-10-01,none,LunaSensation,none,1,1,20
2020-10-01,none,LunaSensation,none,10,1,20
2020-10-01,none,LunaSensation,none,30,1,20
2020-10-01,none,LunaSensation,none,50,2,20
2020-10-02,none,LunaSensation,none,0,0,21
2020-10-02,none,LunaSensation,none,1,0,20
2020-10-02,none,LunaSensation,none,10,2,20
2020-10-02,none,LunaSensation,none,30,3,20
2020-10-02,none,LunaSensation,none,50,0,19
2020-10-03,none,LunaSensation,none,0,1,20
2020-10-03,none,LunaSensation,none,1,0,20
2020-10-03,none,LunaSensation,none,10,0,20
2020-10-03,none,LunaSensation,none,30,1,20
2020-10-03,none,LunaSensation,none,50,0,20
2020-08-12,none,LunaSensation,Dyne-Amic,1,2,20
2020-08-12,none,LunaSensation,Dyne-Amic,3,7,20
2020-08-12,none,LunaSensation,Dyne-Amic,5,2,20
2020-08-12,none,LunaSensation,Dyne-Amic,8,10,20
2020-08-12,none,LunaSensation,Dyne-Amic,10,9,20
2020-08-12,none,LunaSensation,Dyne-Amic,30,20,20
2020-08-17,none,LunaSensation,Dyne-Amic,0,0,20
2020-08-17,none,LunaSensation,Dyne-Amic,1,0,20
2020-08-17,none,LunaSensation,Dyne-Amic,3,0,20
2020-08-17,none,LunaSensation,Dyne-Amic,5,0,21
2020-08-17,none,LunaSensation,Dyne-Amic,8,0,20
2020-08-17,none,LunaSensation,Dyne-Amic,10,2,20
2020-08-17,none,LunaSensation,Dyne-Amic,30,20,20
2020-08-30,none,LunaSensation,Dyne-Amic,0,0,20
2020-08-30,none,LunaSensation,Dyne-Amic,1,0,20
2020-08-30,none,LunaSensation,Dyne-Amic,3,1,20
2020-08-30,none,LunaSensation,Dyne-Amic,5,3,20
2020-08-30,none,LunaSensation,Dyne-Amic,8,0,20
2020-08-30,none,LunaSensation,Dyne-Amic,10,0,20
2020-08-30,none,LunaSensation,Dyne-Amic,30,19,20
2020-09-06,none,LunaSensation,Dyne-Amic,0,1,20
2020-09-06,none,LunaSensation,Dyne-Amic,1,0,19
2020-09-06,none,LunaSensation,Dyne-Amic,5,0,20
2020-09-06,none,LunaSensation,Dyne-Amic,10,3,20
2020-09-06,none,LunaSensation,Dyne-Amic,15,7,20
2020-09-06,none,LunaSensation,Dyne-Amic,20,11,20
2020-09-06,none,LunaSensation,Dyne-Amic,30,20,20
2020-09-12,none,LunaSensation,Dyne-Amic,0,1,20
2020-09-12,none,LunaSensation,Dyne-Amic,1,1,20
2020-09-12,none,LunaSensation,Dyne-Amic,3,0,20
2020-09-12,none,LunaSensation,Dyne-Amic,5,1,20
2020-09-12,none,LunaSensation,Dyne-Amic,8,1,20
2020-09-12,none,LunaSensation,Dyne-Amic,10,6,20
2020-09-12,none,LunaSensation,Dyne-Amic,15,1,20
2020-09-12,none,LunaSensation,Dyne-Amic,20,1,20
2020-09-12,none,LunaSensation,Dyne-Amic,30,11,20
2020-10-01,none,LunaSensation,Dyne-Amic,0,0,20
2020-10-01,none,LunaSensation,Dyne-Amic,1,0,19
2020-10-01,none,LunaSensation,Dyne-Amic,3,0,20
2020-10-01,none,LunaSensation,Dyne-Amic,5,1,20
2020-10-01,none,LunaSensation,Dyne-Amic,8,2,20
2020-10-01,none,LunaSensation,Dyne-Amic,10,3,20
2020-10-01,none,LunaSensation,Dyne-Amic,15,4,20
2020-10-01,none,LunaSensation,Dyne-Amic,20,20,20
2020-10-01,none,LunaSensation,Dyne-Amic,30,20,20
2020-08-16,none,LunaSensation,LI700,0,0,20
2020-08-16,none,LunaSensation,LI700,1,0,20
2020-08-16,none,LunaSensation,LI700,3,0,20
2020-08-16,none,LunaSensation,LI700,10,0,20
2020-08-16,none,LunaSensation,LI700,30,8,20
2020-08-24,none,LunaSensation,LI700,0,0,20
2020-08-24,none,LunaSensation,LI700,1,0,20
2020-08-24,none,LunaSensation,LI700,3,0,20
2020-08-24,none,LunaSensation,LI700,10,0,20
2020-08-24,none,LunaSensation,LI700,30,0,19
2020-09-03,none,LunaSensation,LI700,0,0,20
2020-09-03,none,LunaSensation,LI700,1,0,20
2020-09-03,none,LunaSensation,LI700,3,2,20
2020-09-03,none,LunaSensation,LI700,10,1,20
2020-09-03,none,LunaSensation,LI700,30,1,21
2020-09-03,none,LunaSensation,LI700,40,4,20
2020-09-03,none,LunaSensation,LI700,50,12,20
2020-09-08,none,LunaSensation,LI700,0,0,20
2020-09-08,none,LunaSensation,LI700,1,1,20
2020-09-08,none,LunaSensation,LI700,3,2,20
2020-09-08,none,LunaSensation,LI700,10,1,20
2020-09-08,none,LunaSensation,LI700,30,3,20
2020-09-08,none,LunaSensation,LI700,40,1,20
2020-09-08,none,LunaSensation,LI700,50,4,20
2020-09-17,none,LunaSensation,LI700,0,3,20
2020-09-17,none,LunaSensation,LI700,1,0,20
2020-09-17,none,LunaSensation,LI700,3,2,20
2020-09-17,none,LunaSensation,LI700,10,1,20
2020-09-17,none,LunaSensation,LI700,30,2,20
2020-09-17,none,LunaSensation,LI700,40,2,20
2020-09-17,none,LunaSensation,LI700,50,7,20
2020-08-19,none,LunaSensation,NuFilmP,0,1,21
2020-08-19,none,LunaSensation,NuFilmP,1,0,19
2020-08-19,none,LunaSensation,NuFilmP,3,0,20
2020-08-19,none,LunaSensation,NuFilmP,10,1,20
2020-08-26,none,LunaSensation,NuFilmP,0,0,20
2020-08-26,none,LunaSensation,NuFilmP,1,1,21
2020-08-26,none,LunaSensation,NuFilmP,3,0,20
2020-08-26,none,LunaSensation,NuFilmP,10,0,20
2020-08-28,none,LunaSensation,NuFilmP,0,0,20
2020-08-28,none,LunaSensation,NuFilmP,1,0,20
2020-08-28,none,LunaSensation,NuFilmP,3,0,20
2020-08-28,none,LunaSensation,NuFilmP,10,0,20
2020-06-01,Altacor,none,none,0,1,20
2020-06-01,Altacor,none,none,1,0,20
2020-06-01,Altacor,none,none,3,1,20
2020-06-01,Altacor,none,none,10,1,20
2020-06-01,Altacor,none,none,30,0,20
2020-06-05,Altacor,none,none,0,1,20
2020-06-05,Altacor,none,none,1,0,20
2020-06-05,Altacor,none,none,3,0,20
2020-06-05,Altacor,none,none,10,0,20
2020-06-05,Altacor,none,none,30,0,20
2020-08-10,Altacor,none,none,0,1,20
2020-08-10,Altacor,none,none,1,0,20
2020-08-10,Altacor,none,none,3,0,20
2020-08-10,Altacor,none,none,10,0,20
2020-08-10,Altacor,none,none,30,0,20
2020-08-25,Altacor,none,none,0,1,20
2020-08-25,Altacor,none,none,1,0,20
2020-08-25,Altacor,none,none,10,0,20
2020-08-25,Altacor,none,none,30,0,20
2020-09-09,Altacor,none,none,0,1,20
2020-09-09,Altacor,none,none,1,1,20
2020-09-09,Altacor,none,none,3,0,20
2020-09-09,Altacor,none,none,10,0,20
2020-09-09,Altacor,none,none,30,0,20
2020-09-12,Altacor,none,none,0,0,18
2020-09-12,Altacor,none,none,1,2,20
2020-09-12,Altacor,none,none,10,1,20
2020-09-12,Altacor,none,none,30,1,20
2020-09-12,Altacor,none,none,50,0,20
2020-09-16,Altacor,none,none,0,1,21
2020-09-16,Altacor,none,none,1,2,20
2020-09-16,Altacor,none,none,10,3,20
2020-09-16,Altacor,none,none,30,0,20
2020-09-16,Altacor,none,none,50,0,20
2020-09-18,Altacor,none,none,0,1,20
2020-09-18,Altacor,none,none,1,1,20
2020-09-18,Altacor,none,none,10,0,20
2020-09-18,Altacor,none,none,50,1,20
2020-08-10,Altacor,none,Dyne-Amic,0,0,20
2020-08-10,Altacor,none,Dyne-Amic,1,0,19
2020-08-10,Altacor,none,Dyne-Amic,3,0,20
2020-08-10,Altacor,none,Dyne-Amic,5,0,19
2020-08-10,Altacor,none,Dyne-Amic,8,5,20
2020-08-10,Altacor,none,Dyne-Amic,10,6,20
2020-08-10,Altacor,none,Dyne-Amic,30,20,20
2020-08-20,Altacor,none,Dyne-Amic,0,0,20
2020-08-20,Altacor,none,Dyne-Amic,1,0,20
2020-08-20,Altacor,none,Dyne-Amic,3,0,20
2020-08-20,Altacor,none,Dyne-Amic,5,0,20
2020-08-20,Altacor,none,Dyne-Amic,8,0,20
2020-08-20,Altacor,none,Dyne-Amic,10,2,20
2020-08-20,Altacor,none,Dyne-Amic,15,7,20
2020-08-20,Altacor,none,Dyne-Amic,20,18,20
2020-08-20,Altacor,none,Dyne-Amic,30,20,20
2020-08-28,Altacor,none,Dyne-Amic,0,0,20
2020-08-28,Altacor,none,Dyne-Amic,1,0,20
2020-08-28,Altacor,none,Dyne-Amic,3,0,20
2020-08-28,Altacor,none,Dyne-Amic,5,0,20
2020-08-28,Altacor,none,Dyne-Amic,8,4,20
2020-08-28,Altacor,none,Dyne-Amic,10,1,20
2020-08-28,Altacor,none,Dyne-Amic,15,5,20
2020-08-28,Altacor,none,Dyne-Amic,20,16,20
2020-08-28,Altacor,none,Dyne-Amic,30,19,20
2020-09-04,Altacor,none,Dyne-Amic,0,0,20
2020-09-04,Altacor,none,Dyne-Amic,1,0,20
2020-09-04,Altacor,none,Dyne-Amic,3,1,20
2020-09-04,Altacor,none,Dyne-Amic,5,0,20
2020-09-04,Altacor,none,Dyne-Amic,8,0,20
2020-09-04,Altacor,none,Dyne-Amic,10,1,21
2020-09-04,Altacor,none,Dyne-Amic,15,3,20
2020-09-04,Altacor,none,Dyne-Amic,20,11,21
2020-09-04,Altacor,none,Dyne-Amic,30,11,20
2020-08-15,Altacor,none,LI700,0,0,20
2020-08-15,Altacor,none,LI700,1,0,20
2020-08-15,Altacor,none,LI700,3,0,20
2020-08-15,Altacor,none,LI700,10,2,20
2020-08-15,Altacor,none,LI700,30,6,20
2020-08-22,Altacor,none,LI700,0,0,20
2020-08-22,Altacor,none,LI700,1,1,20
2020-08-22,Altacor,none,LI700,3,0,20
2020-08-22,Altacor,none,LI700,10,1,20
2020-08-22,Altacor,none,LI700,30,0,20
2020-09-04,Altacor,none,LI700,0,0,20
2020-09-04,Altacor,none,LI700,1,0,20
2020-09-04,Altacor,none,LI700,3,1,20
2020-09-04,Altacor,none,LI700,10,0,20
2020-09-04,Altacor,none,LI700,30,2,20
2020-09-04,Altacor,none,LI700,40,1,20
2020-09-13,Altacor,none,LI700,0,1,20
2020-09-13,Altacor,none,LI700,1,0,20
2020-09-13,Altacor,none,LI700,3,0,20
2020-09-13,Altacor,none,LI700,10,0,20
2020-09-13,Altacor,none,LI700,30,4,20
2020-09-13,Altacor,none,LI700,40,11,20
2020-09-18,Altacor,none,LI700,0,0,20
2020-09-18,Altacor,none,LI700,3,1,20
2020-09-18,Altacor,none,LI700,10,0,20
2020-09-18,Altacor,none,LI700,30,4,20
2020-09-18,Altacor,none,LI700,40,7,20
2020-08-18,Altacor,none,NuFilmP,0,0,20
2020-08-18,Altacor,none,NuFilmP,1,0,20
2020-08-18,Altacor,none,NuFilmP,3,0,20
2020-08-18,Altacor,none,NuFilmP,10,0,20
2020-08-18,Altacor,none,NuFilmP,30,0,20
2020-08-25,Altacor,none,NuFilmP,0,0,20
2020-08-25,Altacor,none,NuFilmP,1,0,20
2020-08-25,Altacor,none,NuFilmP,3,1,20
2020-08-25,Altacor,none,NuFilmP,10,0,20
2020-08-25,Altacor,none,NuFilmP,30,0,20
2020-08-27,Altacor,none,NuFilmP,0,1,20
2020-08-27,Altacor,none,NuFilmP,1,0,20
2020-08-27,Altacor,none,NuFilmP,3,0,20
2020-08-27,Altacor,none,NuFilmP,10,0,20
2020-08-27,Altacor,none,NuFilmP,30,0,20
2020-08-15,Intrepid,none,none,0,0,20
2020-08-15,Intrepid,none,none,1,0,20
2020-08-15,Intrepid,none,none,3,0,20
2020-08-15,Intrepid,none,none,10,0,20
2020-08-15,Intrepid,none,none,30,0,20
2020-08-26,Intrepid,none,none,0,0,20
2020-08-26,Intrepid,none,none,1,1,20
2020-08-26,Intrepid,none,none,3,0,20
2020-08-26,Intrepid,none,none,10,0,20
2020-08-26,Intrepid,none,none,30,0,20
2020-08-30,Intrepid,none,none,0,0,20
2020-08-30,Intrepid,none,none,1,1,20
2020-08-30,Intrepid,none,none,3,0,20
2020-08-30,Intrepid,none,none,10,0,20
2020-08-30,Intrepid,none,none,30,1,19
2020-09-11,Intrepid,none,none,0,2,20
2020-09-11,Intrepid,none,none,1,0,20
2020-09-11,Intrepid,none,none,3,1,20
2020-09-11,Intrepid,none,none,10,2,20
2020-09-11,Intrepid,none,none,30,0,20
2020-09-13,Intrepid,none,none,1,0,20
2020-09-13,Intrepid,none,none,10,0,20
2020-09-13,Intrepid,none,none,30,0,20
2020-09-13,Intrepid,none,none,50,1,20
2020-09-19,Intrepid,none,none,0,0,20
2020-09-19,Intrepid,none,none,1,2,20
2020-09-19,Intrepid,none,none,10,0,20
2020-09-19,Intrepid,none,none,30,0,20
2020-09-19,Intrepid,none,none,50,1,20
2020-09-30,Intrepid,none,none,0,0,20
2020-09-30,Intrepid,none,none,1,2,20
2020-09-30,Intrepid,none,none,10,0,20
2020-09-30,Intrepid,none,none,30,1,20
2020-09-30,Intrepid,none,none,50,0,20
2020-10-02,Intrepid,none,none,0,2,20
2020-10-02,Intrepid,none,none,1,0,20
2020-10-02,Intrepid,none,none,10,0,19
2020-10-02,Intrepid,none,none,30,1,20
2020-10-02,Intrepid,none,none,50,0,20
2020-08-21,Intrepid,none,Dyne-Amic,0,0,20
2020-08-21,Intrepid,none,Dyne-Amic,1,1,20
2020-08-21,Intrepid,none,Dyne-Amic,3,1,20
2020-08-21,Intrepid,none,Dyne-Amic,5,1,20
2020-08-21,Intrepid,none,Dyne-Amic,8,1,20
2020-08-21,Intrepid,none,Dyne-Amic,10,3,20
2020-08-21,Intrepid,none,Dyne-Amic,30,20,20
2020-08-24,Intrepid,none,Dyne-Amic,0,1,20
2020-08-24,Intrepid,none,Dyne-Amic,1,0,20
2020-08-24,Intrepid,none,Dyne-Amic,3,0,20
2020-08-24,Intrepid,none,Dyne-Amic,5,0,20
2020-08-24,Intrepid,none,Dyne-Amic,8,2,20
2020-08-24,Intrepid,none,Dyne-Amic,10,2,20
2020-08-24,Intrepid,none,Dyne-Amic,15,6,20
2020-08-24,Intrepid,none,Dyne-Amic,20,10,20
2020-08-24,Intrepid,none,Dyne-Amic,30,19,20
2020-08-31,Intrepid,none,Dyne-Amic,0,2,20
2020-08-31,Intrepid,none,Dyne-Amic,1,1,20
2020-08-31,Intrepid,none,Dyne-Amic,3,2,20
2020-08-31,Intrepid,none,Dyne-Amic,5,0,20
2020-08-31,Intrepid,none,Dyne-Amic,8,2,20
2020-08-31,Intrepid,none,Dyne-Amic,10,2,20
2020-08-31,Intrepid,none,Dyne-Amic,15,2,20
2020-08-31,Intrepid,none,Dyne-Amic,20,6,20
2020-08-31,Intrepid,none,Dyne-Amic,30,14,20
2020-09-04,Intrepid,none,Dyne-Amic,0,0,20
2020-09-04,Intrepid,none,Dyne-Amic,1,2,20
2020-09-04,Intrepid,none,Dyne-Amic,3,0,20
2020-09-04,Intrepid,none,Dyne-Amic,5,0,20
2020-09-04,Intrepid,none,Dyne-Amic,8,0,20
2020-09-04,Intrepid,none,Dyne-Amic,10,0,21
2020-09-04,Intrepid,none,Dyne-Amic,15,2,20
2020-09-04,Intrepid,none,Dyne-Amic,20,6,21
2020-09-04,Intrepid,none,Dyne-Amic,30,15,20
2020-08-16,Intrepid,none,LI700,0,0,20
2020-08-16,Intrepid,none,LI700,1,0,20
2020-08-16,Intrepid,none,LI700,3,0,20
2020-08-16,Intrepid,none,LI700,10,0,20
